timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1527421267927,40,Logowanie,200,OK,Thread Group 1-3,text,true,,10339,122,27,27,39,0,0
1527421267726,244,Logowanie,200,OK,Thread Group 1-1,text,true,,10343,122,27,27,40,0,0
1527421267933,38,Logowanie,200,OK,Thread Group 1-13,text,true,,10335,122,26,26,38,0,0
1527421267934,39,39 /purchase.php,200,OK,Thread Group 1-36,text,true,,9970,661,25,25,39,0,0
1527421267878,95,37 /,200,OK,Thread Group 1-42,text,true,,7949,416,25,25,66,0,1
1527421267932,42,Logowanie,200,OK,Thread Group 1-30,text,true,,10337,122,25,25,42,0,0
1527421267937,38,38 /reserve.php,200,OK,Thread Group 1-37,text,true,,10563,588,24,24,38,0,0
1527421267948,38,39 /purchase.php,200,OK,Thread Group 1-22,text,true,,9966,657,25,25,38,0,0
1527421267891,96,37 /,200,OK,Thread Group 1-41,text,true,,7949,416,25,25,67,0,1
1527421267949,38,38 /reserve.php,200,OK,Thread Group 1-40,text,true,,10579,590,25,25,38,0,0
1527421267948,40,40 /confirmation.php,200,OK,Thread Group 1-34,text,true,,9004,713,25,25,40,0,0
1527421267961,38,39 /purchase.php,200,OK,Thread Group 1-38,text,true,,9966,657,26,26,38,0,0
1527421267959,40,Logowanie,200,OK,Thread Group 1-32,text,true,,10337,122,26,26,39,0,0
1527421267963,38,38 /reserve.php,200,OK,Thread Group 1-39,text,true,,10603,593,25,25,37,0,0
1527421267905,97,37 /,200,OK,Thread Group 1-44,text,true,,7949,416,25,25,67,0,1
1527421267758,252,Logowanie,200,OK,Thread Group 1-16,text,true,,10345,122,25,25,39,0,0
1527421267767,244,Logowanie,200,OK,Thread Group 1-17,text,true,,10343,122,24,24,40,0,0
1527421267974,37,38 /reserve.php,200,OK,Thread Group 1-42,text,true,,10627,602,24,24,37,0,0
1527421267973,39,40 /confirmation.php,200,OK,Thread Group 1-36,text,true,,9004,714,24,24,39,0,0
1527421267917,97,37 /,200,OK,Thread Group 1-43,text,true,,7949,416,24,24,68,0,1
1527421267975,39,39 /purchase.php,200,OK,Thread Group 1-37,text,true,,9968,659,24,24,39,0,0
1527421267986,39,40 /confirmation.php,200,OK,Thread Group 1-22,text,true,,9004,713,25,25,38,0,0
1527421267987,39,39 /purchase.php,200,OK,Thread Group 1-40,text,true,,9968,659,25,25,38,0,0
1527421267987,40,38 /reserve.php,200,OK,Thread Group 1-41,text,true,,10587,591,25,25,40,0,0
1527421267930,98,37 /,200,OK,Thread Group 1-46,text,true,,7949,416,25,25,68,0,1
1527421268001,38,39 /purchase.php,200,OK,Thread Group 1-39,text,true,,9970,661,26,26,38,0,0
1527421268002,38,38 /reserve.php,200,OK,Thread Group 1-44,text,true,,10563,588,26,26,37,0,0
1527421267988,64,Logowanie,200,OK,Thread Group 1-34,text,true,,10345,122,27,27,64,0,0
1527421268012,41,39 /purchase.php,200,OK,Thread Group 1-42,text,true,,9974,665,26,26,41,0,0
1527421268014,40,38 /reserve.php,200,OK,Thread Group 1-43,text,true,,10579,590,26,26,40,0,0
1527421268013,40,Logowanie,200,OK,Thread Group 1-36,text,true,,10341,122,26,26,38,0,0
1527421267943,121,37 /,200,OK,Thread Group 1-45,text,true,,7949,416,26,26,70,0,2
1527421268014,51,40 /confirmation.php,200,OK,Thread Group 1-37,text,true,,9004,713,26,26,51,0,0
1527421268027,39,40 /confirmation.php,200,OK,Thread Group 1-40,text,true,,9004,714,26,26,39,0,0
1527421267967,100,37 /,200,OK,Thread Group 1-47,text,true,,7949,416,26,26,71,0,1
1527421268027,41,39 /purchase.php,200,OK,Thread Group 1-41,text,true,,9966,657,26,26,40,0,0
1527421267768,310,37 /,200,OK,Thread Group 1-31,text,true,,7949,416,27,27,68,0,1
1527421268041,39,39 /purchase.php,200,OK,Thread Group 1-44,text,true,,9968,659,27,27,38,0,0
1527421267959,121,37 /,200,OK,Thread Group 1-48,text,true,,7949,416,27,27,92,0,1
1527421268029,56,38 /reserve.php,200,OK,Thread Group 1-46,text,true,,10603,593,27,27,55,0,0
1527421268039,45,40 /confirmation.php,200,OK,Thread Group 1-39,text,true,,9004,714,27,27,45,0,0
1527421268054,37,40 /confirmation.php,200,OK,Thread Group 1-42,text,true,,9004,713,28,28,37,0,0
1527421267856,236,Logowanie,200,OK,Thread Group 1-24,text,true,,10335,122,28,28,40,0,0
1527421268054,39,39 /purchase.php,200,OK,Thread Group 1-43,text,true,,9968,659,27,27,38,0,0
1527421267985,110,37 /,200,OK,Thread Group 1-50,text,true,,7949,416,28,28,80,0,1
1527421268065,38,38 /reserve.php,200,OK,Thread Group 1-45,text,true,,10627,602,28,28,38,0,0
1527421268067,39,Logowanie,200,OK,Thread Group 1-40,text,true,,10341,122,28,28,38,0,0
1527421268067,39,38 /reserve.php,200,OK,Thread Group 1-47,text,true,,10563,588,28,28,38,0,0
1527421268068,40,40 /confirmation.php,200,OK,Thread Group 1-41,text,true,,9004,713,27,27,39,0,0
1527421267993,121,37 /,200,OK,Thread Group 1-49,text,true,,7949,416,27,27,91,0,1
1527421268013,101,37 /,200,OK,Thread Group 1-52,text,true,,7949,416,27,27,72,0,2
1527421268080,38,40 /confirmation.php,200,OK,Thread Group 1-44,text,true,,9004,713,28,28,37,0,0
1527421268081,37,38 /reserve.php,200,OK,Thread Group 1-48,text,true,,10587,591,28,28,37,0,0
1527421268079,40,38 /reserve.php,200,OK,Thread Group 1-31,text,true,,10587,591,28,28,38,0,0
1527421268085,39,39 /purchase.php,200,OK,Thread Group 1-46,text,true,,9970,661,29,29,38,0,0
1527421268091,39,Logowanie,200,OK,Thread Group 1-42,text,true,,10337,122,29,29,39,0,0
1527421267881,250,Logowanie,200,OK,Thread Group 1-26,text,true,,10333,122,28,28,38,0,0
1527421268017,115,37 /,200,OK,Thread Group 1-51,text,true,,7949,416,27,27,86,0,1
1527421268093,39,40 /confirmation.php,200,OK,Thread Group 1-43,text,true,,9004,714,27,27,39,0,0
1527421268095,38,38 /reserve.php,200,OK,Thread Group 1-50,text,true,,10579,590,27,27,38,0,0
1527421268037,99,37 /,200,OK,Thread Group 1-54,text,true,,7949,416,27,27,70,0,1
1527421268044,98,37 /,200,OK,Thread Group 1-53,text,true,,7949,416,27,27,69,0,0
1527421268104,40,39 /purchase.php,200,OK,Thread Group 1-45,text,true,,9974,665,28,28,39,0,0
1527421268107,39,39 /purchase.php,200,OK,Thread Group 1-47,text,true,,9968,659,29,29,39,0,0
1527421268115,37,38 /reserve.php,200,OK,Thread Group 1-52,text,true,,10627,602,29,29,37,0,0
1527421268115,38,38 /reserve.php,200,OK,Thread Group 1-49,text,true,,10603,593,29,29,37,0,0
1527421268118,38,Logowanie,200,OK,Thread Group 1-44,text,true,,10341,122,29,29,38,0,0
1527421268119,39,39 /purchase.php,200,OK,Thread Group 1-31,text,true,,9966,657,28,28,39,0,0
1527421268063,97,37 /,200,OK,Thread Group 1-56,text,true,,7949,416,28,28,68,0,1
1527421268124,39,40 /confirmation.php,200,OK,Thread Group 1-46,text,true,,9004,714,28,28,38,0,0
1527421267927,236,39 /purchase.php,200,OK,Thread Group 1-33,text,true,,9968,659,28,28,41,0,0
1527421268069,97,37 /,200,OK,Thread Group 1-55,text,true,,7949,416,28,28,68,0,1
1527421268132,39,38 /reserve.php,200,OK,Thread Group 1-51,text,true,,10587,591,30,30,38,0,0
1527421268134,39,39 /purchase.php,200,OK,Thread Group 1-50,text,true,,9968,659,30,30,38,0,0
1527421268136,39,38 /reserve.php,200,OK,Thread Group 1-54,text,true,,10563,588,30,30,38,0,0
1527421268144,38,40 /confirmation.php,200,OK,Thread Group 1-45,text,true,,9004,713,30,30,38,0,0
1527421268143,39,38 /reserve.php,200,OK,Thread Group 1-53,text,true,,10579,590,30,30,39,0,0
1527421268147,37,40 /confirmation.php,200,OK,Thread Group 1-47,text,true,,9004,713,30,30,37,0,0
1527421268090,97,37 /,200,OK,Thread Group 1-58,text,true,,7949,416,30,30,67,0,1
1527421268093,96,37 /,200,OK,Thread Group 1-57,text,true,,7949,416,30,30,67,0,1
1527421268153,38,39 /purchase.php,200,OK,Thread Group 1-52,text,true,,9974,665,30,30,37,0,0
1527421268153,39,39 /purchase.php,200,OK,Thread Group 1-49,text,true,,9970,661,30,30,39,0,0
1527421268158,38,40 /confirmation.php,200,OK,Thread Group 1-31,text,true,,9004,713,31,31,38,0,0
1527421268161,38,38 /reserve.php,200,OK,Thread Group 1-56,text,true,,10603,593,32,32,38,0,0
1527421267953,247,39 /purchase.php,200,OK,Thread Group 1-35,text,true,,9974,665,32,32,39,0,0
1527421268164,38,40 /confirmation.php,200,OK,Thread Group 1-33,text,true,,9004,714,32,32,37,0,0
1527421268163,40,Logowanie,200,OK,Thread Group 1-46,text,true,,10341,122,32,32,40,0,0
1527421268167,38,38 /reserve.php,200,OK,Thread Group 1-55,text,true,,10627,602,31,31,38,0,0
1527421268171,39,39 /purchase.php,200,OK,Thread Group 1-51,text,true,,9966,657,31,31,39,0,0
1527421268173,38,40 /confirmation.php,200,OK,Thread Group 1-50,text,true,,9004,714,31,31,38,0,0
1527421268116,97,37 /,200,OK,Thread Group 1-60,text,true,,7949,416,31,31,68,0,0
1527421268175,39,39 /purchase.php,200,OK,Thread Group 1-54,text,true,,9968,659,31,31,39,0,0
1527421268120,97,37 /,200,OK,Thread Group 1-59,text,true,,7949,416,31,31,68,0,1
1527421268183,39,39 /purchase.php,200,OK,Thread Group 1-53,text,true,,9968,659,32,32,38,0,0
1527421268187,37,38 /reserve.php,200,OK,Thread Group 1-58,text,true,,10587,591,32,32,37,0,0
1527421268190,40,38 /reserve.php,200,OK,Thread Group 1-57,text,true,,10563,588,33,33,40,0,0
1527421268192,40,40 /confirmation.php,200,OK,Thread Group 1-49,text,true,,9004,714,33,33,40,0,0
1527421268191,41,40 /confirmation.php,200,OK,Thread Group 1-52,text,true,,9004,713,33,33,41,0,0
1527421267999,237,40 /confirmation.php,200,OK,Thread Group 1-38,text,true,,9004,713,33,33,39,0,0
1527421268199,38,39 /purchase.php,200,OK,Thread Group 1-56,text,true,,9970,661,33,33,38,0,0
1527421268197,41,Logowanie,200,OK,Thread Group 1-31,text,true,,10335,122,33,33,41,0,0
1527421268200,39,40 /confirmation.php,200,OK,Thread Group 1-35,text,true,,9004,713,32,32,38,0,0
1527421268143,96,37 /,200,OK,Thread Group 1-62,text,true,,7949,416,32,32,68,0,1
1527421268144,97,37 /,200,OK,Thread Group 1-61,text,true,,7949,416,32,32,68,0,1
1527421268205,38,39 /purchase.php,200,OK,Thread Group 1-55,text,true,,9974,665,32,32,38,0,0
1527421268210,39,40 /confirmation.php,200,OK,Thread Group 1-51,text,true,,9004,713,34,34,38,0,0
1527421268214,42,38 /reserve.php,200,OK,Thread Group 1-60,text,true,,10579,590,34,34,41,0,0
1527421268217,39,38 /reserve.php,200,OK,Thread Group 1-59,text,true,,10603,593,34,34,38,0,0
1527421268215,41,40 /confirmation.php,200,OK,Thread Group 1-54,text,true,,9004,713,34,34,41,0,0
1527421268223,39,40 /confirmation.php,200,OK,Thread Group 1-53,text,true,,9004,714,34,34,38,0,0
1527421268224,39,39 /purchase.php,200,OK,Thread Group 1-58,text,true,,9966,657,34,34,39,0,0
1527421268169,98,37 /,200,OK,Thread Group 1-64,text,true,,7949,416,34,34,68,0,0
1527421268170,99,37 /,200,OK,Thread Group 1-63,text,true,,7949,416,34,34,69,0,1
1527421268231,39,39 /purchase.php,200,OK,Thread Group 1-57,text,true,,9968,659,34,34,38,0,0
1527421268232,40,Logowanie,200,OK,Thread Group 1-49,text,true,,10337,122,34,34,38,0,0
1527421268238,39,40 /confirmation.php,200,OK,Thread Group 1-56,text,true,,9004,714,35,35,38,0,0
1527421268237,40,Logowanie,200,OK,Thread Group 1-38,text,true,,10335,122,35,35,39,0,0
